指図のMRP管理者	製造指図/ネットワーク	指図の品目テキスト	計画開始	計画終了	明細カテゴリ	MRP管理者	品目コード	品目テキスト	出庫完了	所要量	出庫済み	所要残（不足数）	出庫保管場所在庫	プラント在庫数量	出庫保管場所	棚番	購買グループテキスト	仕入先コード	仕入先名称	購買依頼	購買発注量	購買発注登録日	指定納期	回答納期	入庫日付	購買伝票	常備の購買発注	MRPタイプ	WBS要素	親WBS要素	親ネットワーク番号	不足品目	利用可能数量
B10	10133345	＆PC3-F150V6F8-L-E	2025/10/14	2025/10/29	N	900	E00B1006000	ｺﾝﾃﾞﾝｻ絶縁ｼｰﾄ(PN)		            3.000	            0.000	            3.000	            0.000	            0.000	1210		武村　靖彦	S01414	（株）松本製作所	0012712015	            3.000	2025/06/11	2025/10/09	2025/10/09	0000/00/00	4502406656		PD					            0.000
B10	10133345	＆PC3-F150V6F8-L-E	2025/10/14	2025/10/29	N	900	E00B1006100	ｺﾝﾃﾞﾝｻ絶縁ｼｰﾄ(上)		            3.000	            0.000	            3.000	            0.000	            0.000	1210		武村　靖彦	S01414	（株）松本製作所	0012712016	            3.000	2025/06/11	2025/10/09	2025/10/09	0000/00/00	4502406657		PD					            0.000
B10	10133345	＆PC3-F150V6F8-L-E	2025/10/14	2025/10/29	N	900	E00B1006200	ヒーシンク絶縁板		            6.000	            0.000	            6.000	            0.000	            0.000	1210		武村　靖彦	S01414	（株）松本製作所	0012712017	            6.000	2025/06/11	2025/10/09	2025/10/09	0000/00/00	4502406658		PD					            0.000
B58	10133352	SR350 FAN ASSY	2025/09/02	2025/09/16	L	900	333111140	ﾌｲﾝｶﾞｰｶﾞｰﾄﾞ      109-320		            5.000	            0.000	            5.000	          148.000	          148.000	1210	P1	生島　武	S00983	（株）電子技販		            0.000	2025/07/19	2025/09/22	2025/09/22	0000/00/00		4502414851	PD					            5.000
B58	10133352	SR350 FAN ASSY	2025/09/02	2025/09/16	L	900	33311130300	109E5724H507 検査成績書付 1ｿｳ D*D0A*		            5.000	            0.000	            5.000	          294.000	          394.000	1210	P1	生島　武	S00983	（株）電子技販		            0.000	2025/06/14	2025/10/10	2025/10/10	0000/00/00		4502407355	PD					            5.000
B58	10133352	SR350 FAN ASSY	2025/09/02	2025/09/16	L	CD0	EFA901500	SR350_FAN ASSY.ﾊｰﾈｽｶｺｳｽﾞ		            5.000	            0.000	            5.000	            0.000	            0.000	1210	内製1012					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	L	PC1	P0A627800	MK-6278A     CPU PCB		           20.000	            0.000	           20.000	            0.000	            0.000	1120	3333					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            0.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	L	PC1	P0A627900	MK-6279      PANEL PCB		           20.000	            0.000	           20.000	            3.000	            3.000	1120	3365(小箱)					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            3.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	L	900	E2B629900	ｶﾞｲｿｳﾊﾞｺ		           20.000	            0.000	           20.000	           48.000	           48.000	1210	B1001	岡本　浩				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					           20.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	L	900	35015611000	LFA10F-24-J1		           20.000	            0.000	           20.000	            9.000	            9.000	1120	B2101	田中	S00086	宝永電機（株）		            0.000	2025/06/13	2025/08/21	2025/08/21	0000/00/00		4502406996	PD				X	            9.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	L	900	53620003300	ﾎﾟﾘ袋 ｷｶｸ9号0.03x150x250 250 15*		           20.000	            0.000	           20.000	         1751.000	         1751.000	1210	B2101	岡本　浩				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					           20.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	L	900	E00B0027800	緩衝材		           20.000	            0.000	           20.000	            6.000	            6.000	1210	B4002	岡本　浩	S01403	（株）丸山加工所		            0.000	2025/06/13	2025/08/21	2025/08/21	0000/00/00		4502407149	PD				X	            6.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	L	900	EBA420200	A TYPE FFC		           20.000	            0.000	           20.000	           91.000	           91.000	1210	B4002	海外	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/26	2025/09/11	0000/00/00	0000/00/00		4502416095	PD					           20.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	L	900	N1B271300	ｷｰｼｰﾄ		           20.000	            0.000	           20.000	           48.000	           48.000	1210	B6002	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					           20.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	L	900	26031253300	F2362B 8P		           20.000	            0.000	           20.000	           20.000	           20.000	1120	B6005	高間　奈穂	S00291	旭テック（株）		            0.000	2025/08/05	2025/10/08	2025/11/04	0000/00/00		4502417953	PD					           20.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	L	900	N00A0019300	端子表示ﾗﾍﾞﾙ		           20.000	            0.000	           20.000	           21.000	           21.000	1120	B6006	谷口　真知子	S00265	（株）東洋レーベル		            0.000	2025/07/19	2025/08/21	2025/08/21	0000/00/00		4502414720	PD					           20.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	L	CD0	EFA968700	ﾃﾞﾝｹﾞﾝﾊｰﾈｽ		           20.000	            0.000	           20.000	           20.000	           20.000	1210	内製1012					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					           20.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	L	CD0	EFA968800	ｵﾌﾟｼｮﾝﾊｰﾈｽ		           20.000	            0.000	           20.000	           20.000	           20.000	1210	内製1012					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					           20.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	N	900	53602036100	ASF-310E ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) ﾖﾋﾞM3*		           80.000	            0.000	           80.000	            0.000	            0.000	1210		谷口　真知子	S00703	品川商工（株）大阪（営）	0012712442	           80.000	2025/06/13	2025/08/21	2025/08/21	0000/00/00	4502407071		PD					            0.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	N	900	53602530800	CF-301E		           40.000	            0.000	           40.000	            0.000	            0.000	1120		谷口　真知子	S00703	品川商工（株）大阪（営）	0012712443	           40.000	2025/06/13	2025/08/21	2025/08/21	0000/00/00	4502407072		PD					            0.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	N	900	53602530900	ASB-2006E黄銅ｽﾍﾟ-ｻ		           40.000	            0.000	           40.000	            0.000	            0.000	1120		谷口　真知子	S00703	品川商工（株）大阪（営）	0012712444	           40.000	2025/06/13	2025/08/21	2025/08/21	0000/00/00	4502407073		PD					            0.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	N	900	53602531200	ASB-2005.5-3E黄銅ｽﾍﾟｰｻ		           80.000	            0.000	           80.000	            0.000	            0.000	1120		谷口　真知子	S00703	品川商工（株）大阪（営）	0012712445	           80.000	2025/06/13	2025/08/21	2025/08/21	0000/00/00	4502407074		PD					            0.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	N	900	53613020000	ﾎｰﾙﾌﾟﾗｸﾞ 3F68		           40.000	            0.000	           40.000	            0.000	            0.000	1120		谷口　真知子	S00387	（株）英和商会	0012712446	           40.000	2025/06/13	2025/08/21	2025/08/21	0000/00/00	4502407031		PD					            0.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	N	900	E00A0022200	ｼｰﾄﾏｸﾞﾈｯﾄ		           20.000	            0.000	           20.000	            0.000	            0.000	1210		武村　靖彦	S00077	株式会社　北伸	0012712447	           20.000	2025/06/13	2025/08/21	2025/08/21	0000/00/00	4502406979		PD					            0.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	N	900	E00A0036900	ライナー		           20.000	            0.000	           20.000	            0.000	            0.000	1210		武村　靖彦	S01414	（株）松本製作所	0012712448	           20.000	2025/06/12	2025/08/21	2025/08/21	0000/00/00	4502406955		PD					            0.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	N	900	EFA957500	ﾀﾝｼﾀﾞｲｶﾊﾞｰ		           20.000	            0.000	           20.000	            0.000	            0.000	1120		武村　靖彦	S01414	（株）松本製作所	0012712449	           20.000	2025/06/12	2025/08/21	2025/08/21	0000/00/00	4502406954		PD					            0.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	N	900	K00B0001600	SHA-7 ｸｲｯｸﾏﾆｭｱﾙ	X	           20.000	           20.000	            0.000	            0.000	            0.000	1210		岡本　浩	S01603	（株）ヤマイチテクノ	0012712451	           20.000	2025/06/13	2025/08/21	2025/08/21	2025/08/04	4502407180		PD					            0.000
B58	10133358	SHA-7	2025/08/25	2025/09/05	N	900	J00A0241700	SHA-7ｹｰｽ構成表		           20.000	            0.000	           20.000	            0.000	            0.000	1210	購入品	武村　靖彦	S00439	加賀金属（株）	0012712450	           20.000	2025/06/13	2025/08/21	2025/08/18	0000/00/00	4502407037		PD					            0.000
B58	10133359	HKE(D)-F FAN SET	2025/08/08	2025/08/27	L	900	26303420500	02P-MWPV-SSR ﾌﾟﾗｸﾞ ﾊﾞﾗﾀﾝｼ 144*	X	           20.000	           20.000	            0.000	          731.000	          731.000	1210	B1001	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					            0.000
B58	10133359	HKE(D)-F FAN SET	2025/08/08	2025/08/27	L	900	26303420200	BSM-21T-P1.4 ﾋﾟﾝｺﾝﾀｸﾄ ﾊﾞﾗﾀﾝｼ *	X	           40.000	           40.000	            0.000	          275.000	          275.000	1210	B6003	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					            0.000
B58	10133359	HKE(D)-F FAN SET	2025/08/08	2025/08/27	L	900	33302004000	D12E24PH15(K) DC 24V 6.48W ｺｰ*	X	           20.000	           20.000	            0.000	          615.000	          615.000	1210	P2	未設定				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	PC1	P0A590100	EK-5901      UF1POWR2ROHS		            9.000	            0.000	            9.000	            2.000	            2.000	1120	3131(大箱)					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	PC5	P00A0705800	EK-7058      UFSUNA3RoHS		            9.000	            0.000	            9.000	           61.000	           61.000	1120	3916(小箱)					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	PC5	P0A589900	EK-5899B     UF1 CPU ROHS		            9.000	            0.000	            9.000	          290.000	          290.000	1120	3916(小箱)					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	PC4	P0A590200	EK-5902C     UF1 LED ROHS		            9.000	            0.000	            9.000	           27.000	           27.000	1120	3916(小箱)					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	41210217300	RV24YN  20S  B102(1K) 0.25W 1*		            9.000	            0.000	            9.000	          536.000	          536.000	1210	B1001	岡本　浩				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	50990004800	CM-2S-1T 難燃ABS樹脂 Φ25.6mm 14.4*		            9.000	            0.000	            9.000	         1040.000	         1040.000	1210	B1001	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	53620003200	ﾎﾟﾘ袋 ｷｶｸ4号0.03x90x170 170 90 *		           18.000	            0.000	           18.000	        16307.000	        16307.000	1210	B1001	岡本　浩				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	600033111	TJ3A5897A-Z ﾌﾞﾂｼﾝｸﾞｵﾝVCﾖｳ		           36.000	            0.000	           36.000	         2788.000	         3788.000	1210	B1001	武村　靖彦	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/31	2025/09/25	0000/00/00	0000/00/00		4502417063	PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	973330239	E2A597400  Pｹｰｽ UCR-L P		            9.000	            0.000	            9.000	          875.000	          875.000	1210	B1001	岡本　浩				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	34811147700	OHD3-80M ON 80ﾟC ﾄﾞｳｻON ｾﾂﾃﾝ0.5A ｾﾂﾃﾝAC1		           18.000	            0.000	           18.000	          117.000	          117.000	1210	B2101	高間　奈穂	S00129	ソレキア（株）		            0.000	2025/03/25	2026/03/25	2026/03/25	0000/00/00		4502391311	PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	600033304	ﾜﾝﾀﾂﾁﾌﾞﾂｼﾕ NA-310B ﾎﾟﾘｶ		           18.000	            0.000	           18.000	          703.000	          703.000	1210	B2101	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	670715127	SJ3A3067    W4677ｾﾞﾂｴﾝ		            9.000	            0.000	            9.000	          638.000	          638.000	1210	B2101	岡本　浩				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	E2A334900	ﾌﾞｯｼﾝｸﾞ		           36.000	            0.000	           36.000	          245.000	          245.000	1210	B2101	武村　靖彦	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/31	2025/09/25	0000/00/00	0000/00/00		4502417065	PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	EEA565400	設定口ﾌﾀ		            9.000	            0.000	            9.000	          407.000	          407.000	1210	B2101	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	26011126400	TS615 4P 660V 15A ﾀｲｱﾂ2500V/M*		            9.000	            0.000	            9.000	           59.000	           59.000	1210	B2102	桑山	S01064	（株）日本電化工業所		            0.000	2025/08/01	2025/12/15	2025/12/15	0000/00/00		4502417447	PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	600033302	ﾜﾝﾀﾂﾁﾌﾞﾂｼﾕ NB-300B		           18.000	            0.000	           18.000	          294.000	          294.000	1210	B2102	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/24	2025/08/25	2025/08/25	0000/00/00		4502415434	PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	N5A231900	ｾﾂｿﾞｸﾁｭｳｲﾗﾍﾞﾙ		            9.000	            0.000	            9.000	          491.000	          491.000	1210	B2102	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	N5A172500	PLﾗﾍﾞﾙ		            9.000	            0.000	            9.000	          173.000	          173.000	1210	B2201	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	53692230000	TB300B MAX  2MM ﾄﾘﾂｹｱﾅ5.2*D0A*		           54.000	            0.000	           54.000	         2937.000	         3737.000	1210	B4001	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/01	2025/09/22	2025/09/22	0000/00/00		4502410431	PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	512610054	NV-054 ｺｳﾊﾞｲ    N2A394000		            9.000	            0.000	            9.000	          538.000	          538.000	1210	B4003	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
BL0	10133367	UF1-4600F ﾂｳｼﾝ	2025/10/06	2025/10/22	L	900	53202005500	TM147-2 ﾇｹﾄﾞﾒW ﾖﾋﾞ  4MM ｶﾞｲｹｲ*		           18.000	            0.000	           18.000	          816.000	         1416.000	1210	B4003	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
